variable,coefficient,pvalue,std_error,policy,var,lower,upper,r2,grp
P_m11,11.284787479974078,2.975425117046626e-05,2.593877519121812,dt,d_ha_wt,5.837158301071321,17.012815945358174,0.6104283776351112,fr_grp_v_thr_5
P_m12,7.692865858789255,0.3039331539701835,7.475424165741118,dt,d_ha_wt,-6.497743248104182,24.037149046073925,0.6104283776351112,fr_grp_v_thr_5
P_m13,11.15166190719945,3.591120079748933e-06,2.30786988308771,dt,d_ha_wt,6.29053528190171,16.235108911301467,0.6104283776351112,fr_grp_v_thr_5
P_m21,7.613064817426696,0.3183470903538168,7.629996717437115,dt,d_ha_wt,-6.8298425564120135,24.294860469795854,0.6104283776351112,fr_grp_v_thr_5
P_m22,-4.320894368726879,0.24360501226506726,3.8607732308956866,dt,d_ha_wt,-11.167341686354726,3.0532174561090253,0.6104283776351112,fr_grp_v_thr_5
P_m23,14.666686931481276,0.08685466445544687,8.321185871580683,dt,d_ha_wt,-1.960691531726877,34.11405381441834,0.6104283776351112,fr_grp_v_thr_5
P_m31,19.612425912103483,1.1968204205459188e-13,2.443878888546913,dt,d_ha_wt,14.083828931593656,25.408943288160614,0.6104283776351112,fr_grp_v_thr_5
P_m32,15.187768262987799,0.276444934456586,13.873332045208553,dt,d_ha_wt,-10.706217574769072,48.59065880110705,0.6104283776351112,fr_grp_v_thr_5
P_m33,16.82095571350619,9.229165387480975e-08,2.9535441565730958,dt,d_ha_wt,10.342865707174465,23.679366186060903,0.6104283776351112,fr_grp_v_thr_5
P_m0,9.742981628124149,5.839773109528323e-14,1.2454025480184594,dt,d_ha_wt,7.112791708046751,12.437756728975602,0.6104283776351112,fr_grp_v_thr_5
